id,label
obama-to-margot_85,fake
obama-to-margot_86,fake
obama-to-margot_87,fake
obama-to-margot_88,fake
obama-to-margot_89,fake
obama-to-margot_90,fake
obama-to-margot_91,fake
obama-to-margot_92,fake
obama-to-margot_93,fake
obama-to-margot_94,fake
obama-to-margot_95,fake
obama-to-margot_96,fake
obama-to-margot_97,fake
obama-to-margot_98,fake
obama-to-margot_99,fake
obama-to-margot_100,fake
obama-to-margot_101,fake
obama-to-margot_102,fake
obama-to-margot_103,fake
obama-to-margot_104,fake
obama-to-margot_105,fake
obama-to-margot_106,fake
obama-to-margot_107,fake
obama-to-margot_108,fake
obama-to-margot_109,fake
obama-to-margot_110,fake
obama-to-margot_111,fake
obama-to-margot_112,fake
obama-to-margot_113,fake
obama-to-margot_114,fake
obama-to-margot_115,fake
obama-to-margot_116,fake
obama-to-margot_117,fake
obama-to-margot_118,fake
obama-to-margot_119,fake
obama-to-margot_120,fake
obama-to-margot_121,fake
obama-to-margot_122,fake
obama-to-margot_123,fake
obama-to-margot_124,fake
obama-to-margot_125,fake
obama-to-margot_126,fake
obama-to-margot_127,fake
obama-to-margot_128,fake
obama-to-margot_129,fake
obama-to-margot_130,fake
obama-to-margot_131,fake
obama-to-margot_132,fake
obama-to-margot_133,fake
obama-to-margot_134,fake
obama-to-margot_135,fake
obama-to-margot_136,fake
obama-to-margot_137,fake
obama-to-margot_138,fake
obama-to-margot_139,fake
obama-to-margot_140,fake
obama-to-margot_141,fake
obama-to-margot_142,fake
obama-to-margot_143,fake
obama-to-margot_144,fake
obama-to-margot_145,fake
obama-to-margot_146,fake
obama-to-margot_147,fake
obama-to-margot_148,fake
obama-to-margot_149,fake
obama-to-margot_150,fake
obama-to-margot_151,fake
obama-to-margot_152,fake
obama-to-margot_153,fake
obama-to-margot_154,fake
obama-to-margot_155,fake
obama-to-margot_156,fake
obama-to-margot_157,fake
obama-to-margot_158,fake
obama-to-margot_159,fake
obama-to-margot_160,fake
obama-to-margot_161,fake
obama-to-margot_162,fake
obama-to-margot_163,fake
obama-to-margot_164,fake
obama-to-margot_165,fake
obama-to-margot_166,fake
obama-to-margot_167,fake
obama-to-margot_168,fake
obama-to-margot_169,fake
obama-to-margot_170,fake
obama-to-margot_171,fake
obama-to-margot_172,fake
obama-to-margot_173,fake
obama-to-margot_174,fake
obama-to-margot_175,fake
obama-to-margot_176,fake
obama-to-margot_177,fake
obama-to-margot_178,fake
obama-to-margot_179,fake
obama-to-margot_180,fake
obama-to-margot_181,fake
obama-to-margot_182,fake
obama-to-margot_183,fake
obama-to-margot_184,fake
obama-to-margot_185,fake
obama-to-margot_186,fake
obama-to-margot_187,fake
obama-to-margot_188,fake
obama-to-margot_189,fake
obama-to-margot_190,fake
obama-to-margot_191,fake
obama-to-margot_192,fake
obama-to-margot_193,fake
obama-to-margot_194,fake
obama-to-margot_195,fake
obama-to-margot_196,fake
obama-to-margot_197,fake
obama-to-margot_198,fake
obama-to-margot_199,fake
obama-to-margot_200,fake
obama-to-margot_201,fake
obama-to-margot_202,fake
obama-to-margot_203,fake
obama-to-margot_204,fake
obama-to-margot_205,fake
obama-to-margot_206,fake
obama-to-margot_207,fake
obama-to-margot_208,fake
obama-to-margot_209,fake
obama-to-margot_210,fake
obama-to-margot_211,fake
obama-to-margot_212,fake
obama-to-margot_213,fake
obama-to-margot_214,fake
obama-to-margot_215,fake
obama-to-margot_216,fake
obama-to-margot_217,fake
obama-to-margot_218,fake
obama-to-margot_219,fake
obama-to-margot_220,fake
obama-to-margot_221,fake
obama-to-margot_222,fake
obama-to-margot_223,fake
obama-to-margot_224,fake
obama-to-margot_225,fake
obama-to-margot_226,fake
obama-to-margot_227,fake
obama-to-margot_228,fake
obama-to-margot_229,fake
obama-to-margot_230,fake
obama-to-margot_231,fake
obama-to-margot_232,fake
obama-to-margot_233,fake
obama-to-margot_234,fake
obama-to-margot_235,fake
obama-to-margot_236,fake
obama-to-margot_237,fake
obama-to-margot_238,fake
obama-to-margot_239,fake
obama-to-margot_240,fake
obama-to-margot_241,fake
obama-to-margot_242,fake
obama-to-margot_243,fake
obama-to-margot_244,fake
obama-to-margot_245,fake
obama-to-margot_246,fake
obama-to-margot_247,fake
obama-to-margot_248,fake
obama-to-margot_249,fake
obama-to-margot_250,fake
obama-to-margot_251,fake
obama-to-margot_252,fake
obama-to-margot_253,fake
obama-to-margot_254,fake
obama-to-margot_255,fake
obama-to-margot_256,fake
obama-to-margot_257,fake
obama-to-margot_258,fake
obama-to-margot_259,fake
obama-to-margot_260,fake
obama-to-margot_261,fake
obama-to-margot_262,fake
obama-to-margot_263,fake
obama-to-margot_264,fake
obama-to-margot_265,fake
obama-to-margot_266,fake
obama-to-margot_267,fake
obama-to-margot_268,fake
obama-to-margot_269,fake
obama-to-margot_270,fake
obama-to-margot_271,fake
obama-to-margot_272,fake
obama-to-margot_273,fake
obama-to-margot_274,fake
obama-to-margot_275,fake
obama-to-margot_276,fake
obama-to-margot_277,fake
obama-to-margot_278,fake
obama-to-margot_279,fake
obama-to-margot_280,fake
obama-to-margot_281,fake
obama-to-margot_282,fake
obama-to-margot_283,fake
obama-to-margot_284,fake
obama-to-margot_285,fake
obama-to-margot_286,fake
obama-to-margot_287,fake
obama-to-margot_288,fake
obama-to-margot_289,fake
obama-to-margot_290,fake
obama-to-margot_291,fake
obama-to-margot_292,fake
obama-to-margot_293,fake
obama-to-margot_294,fake
obama-to-margot_295,fake
obama-to-margot_296,fake
obama-to-margot_297,fake
obama-to-margot_298,fake
obama-to-margot_299,fake
obama-to-margot_300,fake
obama-to-margot_301,fake
obama-to-margot_302,fake
obama-to-margot_303,fake
obama-to-margot_304,fake
obama-to-margot_305,fake
obama-to-margot_306,fake
obama-to-margot_307,fake
obama-to-margot_308,fake
obama-to-margot_309,fake
obama-to-margot_310,fake
obama-to-margot_311,fake
obama-to-margot_312,fake
obama-to-margot_313,fake
obama-to-margot_314,fake
obama-to-margot_315,fake
obama-to-margot_316,fake
obama-to-margot_317,fake
obama-to-margot_318,fake
obama-to-margot_319,fake
obama-to-margot_320,fake
obama-to-margot_321,fake
obama-to-margot_322,fake
obama-to-margot_323,fake
obama-to-margot_324,fake
obama-to-margot_325,fake
obama-to-margot_326,fake
obama-to-margot_327,fake
obama-to-margot_328,fake
obama-to-margot_329,fake
taylor-to-linus_0,fake
taylor-to-linus_1,fake
taylor-to-linus_2,fake
taylor-to-linus_3,fake
taylor-to-linus_4,fake
taylor-to-linus_5,fake
taylor-to-linus_6,fake
taylor-to-linus_7,fake
taylor-to-linus_8,fake
taylor-to-linus_9,fake
taylor-to-linus_10,fake
taylor-to-linus_11,fake
taylor-to-linus_12,fake
taylor-to-linus_13,fake
taylor-to-linus_14,fake
taylor-to-linus_15,fake
taylor-to-linus_16,fake
taylor-to-linus_17,fake
taylor-to-linus_18,fake
taylor-to-linus_19,fake
taylor-to-linus_20,fake
taylor-to-linus_21,fake
taylor-to-linus_22,fake
taylor-to-linus_23,fake
taylor-to-linus_24,fake
taylor-to-linus_25,fake
taylor-to-linus_26,fake
taylor-to-linus_27,fake
taylor-to-linus_28,fake
taylor-to-linus_29,fake
taylor-to-linus_30,fake
taylor-to-linus_31,fake
taylor-to-linus_32,fake
taylor-to-linus_33,fake
taylor-to-linus_34,fake
taylor-to-linus_35,fake
taylor-to-linus_36,fake
taylor-to-linus_37,fake
taylor-to-linus_38,fake
taylor-to-linus_39,fake
taylor-to-linus_40,fake
taylor-to-linus_41,fake
taylor-to-linus_42,fake
taylor-to-linus_43,fake
taylor-to-linus_44,fake
taylor-to-linus_45,fake
taylor-to-linus_46,fake
taylor-to-linus_47,fake
taylor-to-linus_48,fake
taylor-to-linus_49,fake
taylor-to-linus_50,fake
taylor-to-linus_51,fake
taylor-to-linus_52,fake
taylor-to-linus_53,fake
taylor-to-linus_54,fake
taylor-to-linus_55,fake
taylor-to-linus_56,fake
taylor-to-linus_57,fake
taylor-to-linus_58,fake
taylor-to-linus_59,fake
taylor-to-linus_60,fake
taylor-to-linus_61,fake
taylor-to-linus_62,fake
taylor-to-linus_63,fake
taylor-to-linus_64,fake
taylor-to-linus_65,fake
taylor-to-linus_66,fake
taylor-to-linus_67,fake
taylor-to-linus_68,fake
taylor-to-linus_69,fake
taylor-to-linus_70,fake
taylor-to-linus_71,fake
taylor-to-linus_72,fake
taylor-to-linus_73,fake
taylor-to-linus_74,fake
taylor-to-linus_75,fake
taylor-to-linus_76,fake
taylor-to-linus_77,fake
taylor-to-linus_78,fake
taylor-to-linus_79,fake
taylor-to-linus_80,fake
taylor-to-linus_81,fake
taylor-to-linus_82,fake
taylor-to-linus_83,fake
taylor-to-linus_84,fake
taylor-to-linus_85,fake
taylor-to-linus_86,fake
taylor-to-linus_87,fake
taylor-to-linus_88,fake
taylor-to-linus_89,fake
taylor-to-linus_90,fake
taylor-to-linus_91,fake
taylor-to-linus_92,fake
taylor-to-linus_93,fake
taylor-to-linus_94,fake
taylor-to-linus_95,fake
taylor-to-linus_96,fake
taylor-to-linus_97,fake
taylor-to-linus_98,fake
taylor-to-linus_99,fake
taylor-to-linus_100,fake
taylor-to-linus_101,fake
taylor-to-linus_102,fake
taylor-to-linus_103,fake
taylor-to-linus_104,fake
taylor-to-linus_105,fake
taylor-to-linus_106,fake
taylor-to-linus_107,fake
taylor-to-linus_108,fake
taylor-to-linus_109,fake
taylor-to-linus_110,fake
taylor-to-linus_111,fake
taylor-to-linus_112,fake
taylor-to-linus_113,fake
taylor-to-linus_114,fake
taylor-to-linus_115,fake
taylor-to-linus_116,fake
taylor-to-linus_117,fake
taylor-to-linus_118,fake
taylor-to-linus_119,fake
taylor-to-linus_120,fake
taylor-to-linus_121,fake
taylor-to-linus_122,fake
taylor-to-linus_123,fake
taylor-to-linus_124,fake
taylor-to-linus_125,fake
taylor-to-linus_126,fake
taylor-to-linus_127,fake
taylor-to-linus_128,fake
taylor-to-linus_129,fake
taylor-to-linus_130,fake
taylor-to-linus_131,fake
taylor-to-linus_132,fake
taylor-to-linus_133,fake
taylor-to-linus_134,fake
taylor-to-linus_135,fake
taylor-to-linus_136,fake
taylor-to-linus_137,fake
taylor-to-linus_138,fake
taylor-to-linus_139,fake
taylor-to-linus_140,fake
taylor-to-linus_141,fake
taylor-to-linus_142,fake
taylor-to-linus_143,fake
taylor-to-linus_144,fake
taylor-to-linus_145,fake
taylor-to-linus_146,fake
taylor-to-linus_147,fake
taylor-to-linus_148,fake
taylor-to-linus_149,fake
taylor-to-linus_150,fake
taylor-to-linus_151,fake
taylor-to-linus_152,fake
taylor-to-linus_153,fake
taylor-to-linus_154,fake
taylor-to-linus_155,fake
taylor-to-linus_156,fake
taylor-to-linus_157,fake
taylor-to-linus_158,fake
taylor-to-linus_159,fake
taylor-to-linus_160,fake
taylor-to-linus_161,fake
taylor-to-linus_162,fake
taylor-to-linus_163,fake
taylor-to-linus_164,fake
taylor-to-linus_165,fake
taylor-to-linus_166,fake
taylor-to-linus_167,fake
taylor-to-linus_168,fake
taylor-to-linus_169,fake
taylor-to-linus_170,fake
taylor-to-linus_171,fake
taylor-to-linus_172,fake
taylor-to-linus_173,fake
taylor-to-linus_174,fake
taylor-to-linus_175,fake
taylor-to-linus_176,fake
taylor-to-linus_177,fake
taylor-to-linus_178,fake
taylor-to-linus_179,fake
taylor-to-linus_180,fake
taylor-to-linus_181,fake
taylor-to-linus_182,fake
taylor-to-linus_183,fake
taylor-to-linus_184,fake
taylor-to-linus_185,fake
taylor-to-linus_186,fake
taylor-to-linus_187,fake
taylor-to-linus_188,fake
taylor-to-linus_189,fake
taylor-to-linus_190,fake
taylor-to-linus_191,fake
taylor-to-linus_192,fake
taylor-to-linus_193,fake
taylor-to-linus_194,fake
taylor-to-linus_195,fake
taylor-to-linus_196,fake
taylor-to-linus_197,fake
taylor-to-linus_198,fake
taylor-to-linus_199,fake
taylor-to-linus_200,fake
taylor-to-linus_201,fake
taylor-to-linus_202,fake
taylor-to-linus_203,fake
taylor-to-linus_204,fake
taylor-to-linus_205,fake
taylor-to-linus_206,fake
taylor-to-linus_207,fake
taylor-to-linus_208,fake
taylor-to-linus_209,fake
taylor-to-linus_210,fake
taylor-to-linus_211,fake
taylor-to-linus_212,fake
taylor-to-linus_213,fake
taylor-to-linus_214,fake
taylor-to-linus_215,fake
taylor-to-linus_216,fake
taylor-to-linus_217,fake
taylor-to-linus_218,fake
taylor-to-linus_219,fake
taylor-to-linus_220,fake
taylor-to-linus_221,fake
taylor-to-linus_222,fake
taylor-to-linus_223,fake
taylor-to-linus_224,fake
taylor-to-linus_225,fake
taylor-to-linus_226,fake
taylor-to-linus_227,fake
taylor-to-linus_228,fake
taylor-to-linus_229,fake
taylor-to-linus_230,fake
taylor-to-linus_231,fake
taylor-to-linus_232,fake
taylor-to-linus_233,fake
taylor-to-linus_234,fake
taylor-to-linus_235,fake
taylor-to-linus_236,fake
taylor-to-linus_237,fake
taylor-to-linus_238,fake
taylor-to-linus_239,fake
taylor-to-linus_240,fake
taylor-to-linus_241,fake
taylor-to-linus_242,fake
taylor-to-linus_243,fake
taylor-to-linus_244,fake
taylor-to-linus_245,fake
taylor-to-linus_246,fake
taylor-to-linus_247,fake
taylor-to-linus_248,fake
taylor-to-linus_249,fake
taylor-to-linus_250,fake
taylor-to-linus_251,fake
taylor-to-linus_252,fake
taylor-to-linus_253,fake
taylor-to-linus_254,fake
taylor-to-linus_255,fake
taylor-to-linus_256,fake
taylor-to-linus_257,fake
taylor-to-linus_258,fake
taylor-to-linus_259,fake
taylor-to-linus_260,fake
taylor-to-linus_261,fake
taylor-to-linus_262,fake
taylor-to-linus_263,fake
taylor-to-linus_264,fake
taylor-to-linus_265,fake
taylor-to-linus_266,fake
taylor-to-linus_267,fake
taylor-to-linus_268,fake
taylor-to-linus_269,fake
taylor-to-linus_270,fake
taylor-to-linus_271,fake
taylor-to-linus_272,fake
taylor-to-linus_273,fake
taylor-to-linus_274,fake
taylor-to-linus_275,fake
taylor-to-linus_276,fake
taylor-to-linus_277,fake
taylor-to-linus_278,fake
taylor-to-linus_279,fake
taylor-to-linus_280,fake
taylor-to-linus_281,fake
taylor-to-linus_282,fake
taylor-to-linus_283,fake
taylor-to-linus_284,fake
taylor-to-linus_285,fake
taylor-to-linus_286,fake
taylor-to-linus_287,fake
taylor-to-linus_288,fake
taylor-to-linus_289,fake
taylor-to-linus_290,fake
taylor-to-linus_291,fake
taylor-to-linus_292,fake
taylor-to-linus_293,fake
taylor-to-linus_294,fake
taylor-to-linus_295,fake
taylor-to-linus_296,fake
taylor-to-linus_297,fake
taylor-to-linus_298,fake
taylor-to-linus_299,fake
taylor-to-linus_300,fake
taylor-to-linus_301,fake
taylor-to-linus_302,fake
taylor-to-linus_303,fake
taylor-to-linus_304,fake
taylor-to-linus_305,fake
taylor-to-linus_306,fake
taylor-to-linus_307,fake
taylor-to-linus_308,fake
taylor-to-linus_309,fake
taylor-to-linus_310,fake
taylor-to-linus_311,fake
taylor-to-linus_312,fake
taylor-to-linus_313,fake
taylor-to-linus_314,fake
taylor-to-linus_315,fake
taylor-to-linus_316,fake
taylor-to-linus_317,fake
taylor-to-linus_318,fake
taylor-to-linus_319,fake
taylor-to-linus_320,fake
taylor-to-linus_321,fake
taylor-to-linus_322,fake
taylor-to-linus_323,fake
taylor-to-linus_324,fake
taylor-to-linus_325,fake
taylor-to-linus_326,fake
taylor-to-linus_327,fake
taylor-to-linus_328,fake
taylor-to-linus_329,fake
trump-to-Obama_0,fake
trump-to-Obama_1,fake
trump-to-Obama_2,fake
trump-to-Obama_3,fake
trump-to-Obama_4,fake
trump-to-Obama_5,fake
trump-to-Obama_6,fake
trump-to-Obama_7,fake
trump-to-Obama_8,fake
trump-to-Obama_9,fake
trump-to-Obama_10,fake
trump-to-Obama_11,fake
trump-to-Obama_12,fake
trump-to-Obama_13,fake
trump-to-Obama_14,fake
trump-to-Obama_15,fake
trump-to-Obama_16,fake
trump-to-Obama_17,fake
trump-to-Obama_18,fake
trump-to-Obama_19,fake
trump-to-Obama_20,fake
trump-to-Obama_21,fake
trump-to-Obama_22,fake
trump-to-Obama_23,fake
trump-to-Obama_24,fake
trump-to-Obama_25,fake
trump-to-Obama_26,fake
trump-to-Obama_27,fake
trump-to-Obama_28,fake
trump-to-Obama_29,fake
trump-to-Obama_30,fake
trump-to-Obama_31,fake
trump-to-Obama_32,fake
trump-to-Obama_33,fake
trump-to-Obama_34,fake
trump-to-Obama_35,fake
trump-to-Obama_36,fake
trump-to-Obama_37,fake
trump-to-Obama_38,fake
trump-to-Obama_39,fake
trump-to-Obama_40,fake
trump-to-Obama_41,fake
trump-to-Obama_42,fake
trump-to-Obama_43,fake
trump-to-Obama_44,fake
trump-to-Obama_45,fake
trump-to-Obama_46,fake
trump-to-Obama_47,fake
trump-to-Obama_48,fake
trump-to-Obama_49,fake
trump-to-Obama_50,fake
trump-to-Obama_51,fake
trump-to-Obama_52,fake
trump-to-Obama_53,fake
trump-to-Obama_54,fake
trump-to-Obama_55,fake
trump-to-Obama_56,fake
trump-to-Obama_57,fake
trump-to-Obama_58,fake
trump-to-Obama_59,fake
trump-to-Obama_60,fake
trump-to-Obama_61,fake
trump-to-Obama_62,fake
trump-to-Obama_63,fake
trump-to-Obama_64,fake
trump-to-Obama_65,fake
trump-to-Obama_66,fake
trump-to-Obama_67,fake
trump-to-Obama_68,fake
trump-to-Obama_69,fake
trump-to-Obama_70,fake
trump-to-Obama_71,fake
trump-to-Obama_72,fake
trump-to-Obama_73,fake
trump-to-Obama_74,fake
trump-to-Obama_75,fake
trump-to-Obama_76,fake
trump-to-Obama_77,fake
trump-to-Obama_78,fake
trump-to-Obama_79,fake
trump-to-Obama_80,fake
trump-to-Obama_81,fake
trump-to-Obama_82,fake
trump-to-Obama_83,fake
trump-to-Obama_84,fake
trump-to-Obama_85,fake
trump-to-Obama_86,fake
trump-to-Obama_87,fake
trump-to-Obama_88,fake
trump-to-Obama_89,fake
trump-to-Obama_90,fake
trump-to-Obama_91,fake
trump-to-Obama_92,fake
trump-to-Obama_93,fake
trump-to-Obama_94,fake
trump-to-Obama_95,fake
trump-to-Obama_96,fake
trump-to-Obama_97,fake
trump-to-Obama_98,fake
trump-to-Obama_99,fake
trump-to-Obama_100,fake
trump-to-Obama_101,fake
trump-to-Obama_102,fake
trump-to-Obama_103,fake
trump-to-Obama_104,fake
trump-to-Obama_105,fake
trump-to-Obama_106,fake
trump-to-Obama_107,fake
trump-to-Obama_108,fake
trump-to-Obama_109,fake
trump-to-Obama_110,fake
trump-to-Obama_111,fake
trump-to-Obama_112,fake
trump-to-Obama_113,fake
trump-to-Obama_114,fake
trump-to-Obama_115,fake
trump-to-Obama_116,fake
trump-to-Obama_117,fake
trump-to-Obama_118,fake
trump-to-Obama_119,fake
trump-to-Obama_120,fake
trump-to-Obama_121,fake
trump-to-Obama_122,fake
trump-to-Obama_123,fake
trump-to-Obama_124,fake
trump-to-Obama_125,fake
trump-to-Obama_126,fake
trump-to-Obama_127,fake
trump-to-Obama_128,fake
trump-to-Obama_129,fake
trump-to-Obama_130,fake
trump-to-Obama_131,fake
trump-to-Obama_132,fake
trump-to-Obama_133,fake
trump-to-Obama_134,fake
trump-to-Obama_135,fake
trump-to-Obama_136,fake
trump-to-Obama_137,fake
trump-to-Obama_138,fake
trump-to-Obama_139,fake
trump-to-Obama_140,fake
trump-to-Obama_141,fake
trump-to-Obama_142,fake
trump-to-Obama_143,fake
trump-to-Obama_144,fake
trump-to-Obama_145,fake
trump-to-Obama_146,fake
trump-to-Obama_147,fake
trump-to-Obama_148,fake
trump-to-Obama_149,fake
trump-to-Obama_150,fake
trump-to-Obama_151,fake
trump-to-Obama_152,fake
trump-to-Obama_153,fake
trump-to-Obama_154,fake
trump-to-Obama_155,fake
trump-to-Obama_156,fake
trump-to-Obama_157,fake
trump-to-Obama_158,fake
trump-to-Obama_159,fake
trump-to-Obama_160,fake
trump-to-Obama_161,fake
trump-to-Obama_162,fake
trump-to-Obama_163,fake
trump-to-Obama_164,fake
trump-to-Obama_165,fake
trump-to-Obama_166,fake
trump-to-Obama_167,fake
trump-to-Obama_168,fake
trump-to-Obama_169,fake
trump-to-Obama_170,fake
trump-to-Obama_171,fake
trump-to-Obama_172,fake
trump-to-Obama_173,fake
trump-to-Obama_174,fake
trump-to-Obama_175,fake
trump-to-Obama_176,fake
trump-to-Obama_177,fake
trump-to-Obama_178,fake
trump-to-Obama_179,fake
trump-to-Obama_180,fake
trump-to-Obama_181,fake
trump-to-Obama_182,fake
trump-to-Obama_183,fake
trump-to-Obama_184,fake
trump-to-Obama_185,fake
trump-to-Obama_186,fake
trump-to-Obama_187,fake
trump-to-Obama_188,fake
trump-to-Obama_189,fake
trump-to-Obama_190,fake
trump-to-Obama_191,fake
trump-to-Obama_192,fake
trump-to-Obama_193,fake
trump-to-Obama_194,fake
trump-to-Obama_195,fake
trump-to-Obama_196,fake
trump-to-Obama_197,fake
trump-to-Obama_198,fake
trump-to-Obama_199,fake
trump-to-Obama_200,fake
trump-to-Obama_201,fake
trump-to-Obama_202,fake
trump-to-Obama_203,fake
trump-to-Obama_204,fake
trump-to-Obama_205,fake
trump-to-Obama_206,fake
trump-to-Obama_207,fake
trump-to-Obama_208,fake
trump-to-Obama_209,fake
trump-to-Obama_210,fake
trump-to-Obama_211,fake
trump-to-Obama_212,fake
trump-to-Obama_213,fake
trump-to-Obama_214,fake
trump-to-Obama_215,fake
trump-to-Obama_216,fake
trump-to-Obama_217,fake
trump-to-Obama_218,fake
trump-to-Obama_219,fake
trump-to-Obama_220,fake
trump-to-Obama_221,fake
trump-to-Obama_222,fake
trump-to-Obama_223,fake
trump-to-Obama_224,fake
trump-to-Obama_225,fake
trump-to-Obama_226,fake
trump-to-Obama_227,fake
trump-to-Obama_228,fake
trump-to-Obama_229,fake
trump-to-Obama_230,fake
trump-to-Obama_231,fake
trump-to-Obama_232,fake
trump-to-Obama_233,fake
trump-to-Obama_234,fake
trump-to-Obama_235,fake
trump-to-Obama_236,fake
trump-to-Obama_237,fake
trump-to-Obama_238,fake
trump-to-Obama_239,fake
trump-to-Obama_240,fake
trump-to-Obama_241,fake
trump-to-Obama_242,fake
trump-to-Obama_243,fake
trump-to-Obama_244,fake
trump-to-Obama_245,fake
trump-to-Obama_246,fake
trump-to-Obama_247,fake
trump-to-Obama_248,fake
trump-to-Obama_249,fake
trump-to-Obama_250,fake
trump-to-Obama_251,fake
trump-to-Obama_252,fake
trump-to-Obama_253,fake
trump-to-Obama_254,fake
trump-to-Obama_255,fake
trump-to-Obama_256,fake
trump-to-Obama_257,fake
trump-to-Obama_258,fake
trump-to-Obama_259,fake
trump-to-Obama_260,fake
trump-to-Obama_261,fake
trump-to-Obama_262,fake
trump-to-Obama_263,fake
trump-to-Obama_264,fake
trump-to-Obama_265,fake
trump-to-Obama_266,fake
trump-to-Obama_267,fake
trump-to-Obama_268,fake
trump-to-Obama_269,fake
trump-to-Obama_270,fake
trump-to-Obama_271,fake
trump-to-Obama_272,fake
trump-to-Obama_273,fake
trump-to-Obama_274,fake
trump-to-Obama_275,fake
trump-to-Obama_276,fake
trump-to-Obama_277,fake
trump-to-Obama_278,fake
trump-to-Obama_279,fake
trump-to-Obama_280,fake
trump-to-Obama_281,fake
trump-to-Obama_282,fake
trump-to-Obama_283,fake
trump-to-Obama_284,fake
trump-to-Obama_285,fake
trump-to-Obama_286,fake
trump-to-Obama_287,fake
trump-to-Obama_288,fake
trump-to-Obama_289,fake
trump-to-Obama_290,fake
trump-to-Obama_291,fake
trump-to-Obama_292,fake
trump-to-Obama_293,fake
trump-to-Obama_294,fake
trump-to-Obama_295,fake
trump-to-Obama_296,fake
trump-to-Obama_297,fake
trump-to-Obama_298,fake
trump-to-Obama_299,fake
trump-to-Obama_300,fake
trump-to-Obama_301,fake
trump-to-Obama_302,fake
trump-to-Obama_303,fake
trump-to-Obama_304,fake
trump-to-Obama_305,fake
trump-to-Obama_306,fake
trump-to-Obama_307,fake
trump-to-Obama_308,fake
trump-to-Obama_309,fake
trump-to-Obama_310,fake
trump-to-Obama_311,fake
trump-to-Obama_312,fake
trump-to-Obama_313,fake
trump-to-Obama_314,fake
trump-to-Obama_315,fake
trump-to-Obama_316,fake
trump-to-Obama_317,fake
trump-to-Obama_318,fake
trump-to-Obama_319,fake
trump-to-Obama_320,fake
trump-to-Obama_321,fake
trump-to-Obama_322,fake
trump-to-Obama_323,fake
trump-to-Obama_324,fake
trump-to-Obama_325,fake
trump-to-Obama_326,fake
trump-to-Obama_327,fake
trump-to-Obama_328,fake
trump-to-Obama_329,fake
margot-to-taylor_0,fake
margot-to-taylor_1,fake
margot-to-taylor_2,fake
margot-to-taylor_3,fake
margot-to-taylor_4,fake
margot-to-taylor_5,fake
margot-to-taylor_6,fake
margot-to-taylor_7,fake
margot-to-taylor_8,fake
margot-to-taylor_9,fake
margot-to-taylor_10,fake
margot-to-taylor_11,fake
margot-to-taylor_12,fake
margot-to-taylor_13,fake
margot-to-taylor_14,fake
margot-to-taylor_15,fake
margot-to-taylor_16,fake
margot-to-taylor_17,fake
margot-to-taylor_18,fake
margot-to-taylor_19,fake
margot-to-taylor_20,fake
margot-to-taylor_21,fake
margot-to-taylor_22,fake
margot-to-taylor_23,fake
margot-to-taylor_24,fake
margot-to-taylor_25,fake
margot-to-taylor_26,fake
margot-to-taylor_27,fake
margot-to-taylor_28,fake
margot-to-taylor_29,fake
margot-to-taylor_30,fake
margot-to-taylor_31,fake
margot-to-taylor_32,fake
margot-to-taylor_33,fake
margot-to-taylor_34,fake
margot-to-taylor_35,fake
margot-to-taylor_36,fake
margot-to-taylor_37,fake
margot-to-taylor_38,fake
margot-to-taylor_39,fake
margot-to-taylor_40,fake
margot-to-taylor_41,fake
margot-to-taylor_42,fake
trump-to-Biden_0,fake
trump-to-Biden_1,fake
trump-to-Biden_2,fake
trump-to-Biden_3,fake
trump-to-Biden_4,fake
trump-to-Biden_5,fake
trump-to-Biden_6,fake
trump-to-Biden_7,fake
trump-to-Biden_8,fake
trump-to-Biden_9,fake
trump-to-Biden_10,fake
trump-to-Biden_11,fake
trump-to-Biden_12,fake
trump-to-Biden_13,fake
trump-to-Biden_14,fake
trump-to-Biden_15,fake
trump-to-Biden_16,fake
trump-to-Biden_17,fake
trump-to-Biden_18,fake
trump-to-Biden_19,fake
trump-to-Biden_20,fake
trump-to-Biden_21,fake
trump-to-Biden_22,fake
trump-to-Biden_23,fake
trump-to-Biden_24,fake
trump-to-Biden_25,fake
trump-to-Biden_26,fake
trump-to-Biden_27,fake
trump-to-Biden_28,fake
trump-to-Biden_29,fake
trump-to-Biden_30,fake
trump-to-Biden_31,fake
trump-to-Biden_32,fake
trump-to-Biden_33,fake
trump-to-Biden_34,fake
trump-to-Biden_35,fake
trump-to-Biden_36,fake
trump-to-Biden_37,fake
trump-to-Biden_38,fake
trump-to-Biden_39,fake
trump-to-Biden_40,fake
trump-to-Biden_41,fake
trump-to-Biden_42,fake
trump-to-Biden_43,fake
trump-to-Biden_44,fake
trump-to-Biden_45,fake
trump-to-Biden_46,fake
trump-to-Biden_47,fake
trump-to-Biden_48,fake
trump-to-Biden_49,fake
trump-to-Biden_50,fake
trump-to-Biden_51,fake
trump-to-Biden_52,fake
trump-to-Biden_53,fake
trump-to-Biden_54,fake
trump-to-Biden_55,fake
trump-to-Biden_56,fake
trump-to-Biden_57,fake
trump-to-Biden_58,fake
trump-to-Biden_59,fake
trump-to-Biden_60,fake
trump-to-Biden_61,fake
trump-to-Biden_62,fake
trump-to-Biden_63,fake
trump-to-Biden_64,fake
trump-to-Biden_65,fake
trump-to-Biden_66,fake
trump-to-Biden_67,fake
trump-to-Biden_68,fake
